"","X1","Date.time","Temperature","Precipitation","Relative.Humidity","Cloud.Cover","codedPrecipitation","month","Jan","Feb","Mar","Apr","May","June","July","Aug","Sep","Oct","Nov","Dec"
"1264",1264,2018-06-17,84.2,0,66.31,51.9,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1265",1265,2018-06-18,80.3,0.52,75.78,67,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1266",1266,2018-06-19,65,0.88,91.71,99.6,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1267",1267,2018-06-20,66.8,0.11,86.81,99,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1268",1268,2018-06-21,63.9,0.25,85.84,99.6,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1269",1269,2018-06-22,64.7,0.03,75.15,89.9,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1270",1270,2018-06-23,69.3,0,66.86,56.9,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1271",1271,2018-06-24,72.7,0,67.93,37.6,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1272",1272,2018-06-25,68.2,0,71.61,54.7,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1273",1273,2018-06-26,66.9,0.66,87.15,91.3,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1274",1274,2018-06-27,71.2,0,83.92,80.2,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1275",1275,2018-06-28,74.8,0,76.13,47.6,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1276",1276,2018-06-29,82.3,0,73.4,17.4,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1277",1277,2018-06-30,83.3,0.1,73.8,43.8,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1278",1278,2018-07-01,76.5,0.86,79.59,67.3,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1279",1279,2018-07-02,73.2,0,68.87,18.1,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1280",1280,2018-07-03,75.9,0,65.36,40,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1281",1281,2018-07-04,81.5,0,71.78,39.3,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1282",1282,2018-07-05,77.4,0,73.68,49.8,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1283",1283,2018-07-06,68.9,0,58.84,2.6,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1284",1284,2018-07-07,68.1,0,55.8,5.9,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1285",1285,2018-07-08,73.3,0,56.73,1.7,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1286",1286,2018-07-09,78,0,65.33,41.7,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1287",1287,2018-07-10,77.3,0,63.87,45.5,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1288",1288,2018-07-11,74.4,0,59.7,38.7,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1289",1289,2018-07-12,77.4,0,64.22,51.9,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1290",1290,2018-07-13,79.7,1.01,73.38,62.9,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1291",1291,2018-07-14,74.7,0.2,86.97,81.6,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1292",1292,2018-07-15,78.1,0,80.12,69.6,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1293",1293,2018-07-16,76.6,0,70.32,40.4,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1294",1294,2018-07-17,71.8,0,62.02,35.9,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1295",1295,2018-07-18,71,0,66.16,47.8,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1296",1296,2018-07-19,70.4,0.04,67.56,54.5,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1297",1297,2018-07-20,69.6,1.37,92.23,99.6,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1298",1298,2018-07-21,70.6,0.1,83.39,93.8,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1299",1299,2018-07-22,69.5,0,82.58,75.3,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1300",1300,2018-07-23,71.6,0,75.93,34,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1301",1301,2018-07-24,74.1,0,69.39,27.9,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1302",1302,2018-07-25,73.1,0,66.67,47,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1303",1303,2018-07-26,68.7,0,68.96,52.8,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1304",1304,2018-07-27,66.2,0,68.19,45.7,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1305",1305,2018-07-28,66.7,0,67.28,36,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1306",1306,2018-07-29,68.4,0,70.99,43,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1307",1307,2018-07-30,66.8,0.22,79.79,42.6,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1308",1308,2018-07-31,67.2,0,74.58,52.1,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"1309",1309,2018-08-01,72.3,0,69.85,57.3,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1310",1310,2018-08-02,67.5,0.22,82.47,78.2,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1311",1311,2018-08-03,70.5,0,77.83,77.9,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1312",1312,2018-08-04,79.5,0,68.09,53.1,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1313",1313,2018-08-05,77.7,0.11,69.97,72.6,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1314",1314,2018-08-06,71.4,0.82,85.25,76.1,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1315",1315,2018-08-07,68.2,0.01,88.89,63.3,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1316",1316,2018-08-08,71.1,0,80.54,50.3,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1317",1317,2018-08-09,73.9,0.75,82.87,46.2,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1318",1318,2018-08-10,71.4,0,77.16,39.8,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1319",1319,2018-08-11,74.4,0,71.66,29.3,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1320",1320,2018-08-12,76.4,0,72.85,24,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1321",1321,2018-08-13,75.2,0,75.28,19.8,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1322",1322,2018-08-14,73.9,0,77.29,43.9,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1323",1323,2018-08-15,73.9,0.05,83.78,59.5,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1324",1324,2018-08-16,72.1,1.12,89.4,76.8,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1325",1325,2018-08-17,72.1,1.32,88.76,80.6,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1326",1326,2018-08-18,70.3,0,86.05,50.8,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1327",1327,2018-08-19,70.9,0,83.43,65.6,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1328",1328,2018-08-20,70.1,3.41,90.29,78.8,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1329",1329,2018-08-21,66.6,1.67,84.06,90.4,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1330",1330,2018-08-22,64.9,0,67.29,13.1,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1331",1331,2018-08-23,66.5,0,68.88,18.1,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1332",1332,2018-08-24,65,0.04,83.98,81.8,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1333",1333,2018-08-25,72.5,0,85.39,68.6,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1334",1334,2018-08-26,73,0.82,87.91,67.4,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1335",1335,2018-08-27,79.6,0.09,77.66,72,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1336",1336,2018-08-28,74.5,1.07,85.69,77.5,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1337",1337,2018-08-29,65.3,0.03,79.55,82.4,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1338",1338,2018-08-30,63.8,0,78.79,39.3,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1339",1339,2018-08-31,70.8,0,72.44,68,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"1340",1340,2018-09-01,73.1,0.13,83.32,77.1,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1341",1341,2018-09-02,72.4,1.31,90.07,81.2,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1342",1342,2018-09-03,71.5,0.45,96.01,95.7,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1343",1343,2018-09-04,78.6,0.01,78.29,45.7,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1344",1344,2018-09-05,72.8,0.81,89.62,85.4,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1345",1345,2018-09-06,65.3,0.01,74.92,63.2,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1346",1346,2018-09-07,59,0,77.79,61.1,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1347",1347,2018-09-08,60.9,0,73.1,59,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1348",1348,2018-09-09,58.2,0,73.06,20.1,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1349",1349,2018-09-10,58.2,0,75.45,10.6,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1350",1350,2018-09-11,64.9,0,70.84,7.8,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1351",1351,2018-09-12,68.2,0,70.33,7.5,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1352",1352,2018-09-13,67.1,0,73.29,1.7,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1353",1353,2018-09-14,69.9,0,76.85,19.2,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1354",1354,2018-09-15,73.3,0,72.41,31,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1355",1355,2018-09-16,71.8,0,78.98,26.7,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1356",1356,2018-09-17,75.5,0,71.98,26,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1357",1357,2018-09-18,66,0.39,91.15,70.6,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1358",1358,2018-09-19,62.9,0.11,92.75,91.2,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1359",1359,2018-09-20,71.3,0.6,85.56,71.6,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1360",1360,2018-09-21,63.4,0.17,72.82,82.1,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1361",1361,2018-09-22,53.2,0,71.35,17.9,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1362",1362,2018-09-23,58.3,0,71.42,11.9,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1363",1363,2018-09-24,63.8,0,78.62,49.1,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1364",1364,2018-09-25,64.6,0.65,87.91,86,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1365",1365,2018-09-26,53.6,0,73.4,33,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1366",1366,2018-09-27,57.2,0,63.1,56.2,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1367",1367,2018-09-28,50.8,0.01,73.85,80.4,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1368",1368,2018-09-29,44.2,0.24,75.99,66,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1369",1369,2018-09-30,48.6,0.26,96.04,100,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"1370",1370,2018-10-01,51.1,2.27,97.41,100,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1371",1371,2018-10-02,53.6,0.21,90.51,100,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1372",1372,2018-10-03,70.9,0,76.5,80.9,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1373",1373,2018-10-04,51.1,0,65.11,27.4,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1374",1374,2018-10-05,52.7,0.27,90.1,99.9,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1375",1375,2018-10-06,54,0.58,90.09,99.6,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1376",1376,2018-10-07,50.5,0.37,93.42,100,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1377",1377,2018-10-08,66.8,0.44,85.49,88.6,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1378",1378,2018-10-09,72.2,0.07,78.89,67.6,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1379",1379,2018-10-10,65.5,0.68,85.91,94.2,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1380",1380,2018-10-11,41.9,0,67.54,95.2,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1381",1381,2018-10-12,37.4,0,71.13,81.4,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1382",1382,2018-10-13,39.9,0,74.6,61,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1383",1383,2018-10-14,43.9,0.02,84.5,90.6,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1384",1384,2018-10-15,37.4,0.04,68.61,56.4,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1385",1385,2018-10-16,45.4,0,57.85,22.8,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1386",1386,2018-10-17,42.3,0,54.34,33.6,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1387",1387,2018-10-18,43.5,0,63.12,0,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1388",1388,2018-10-19,51.1,0.04,73.83,52.9,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1389",1389,2018-10-20,40.1,0,60.86,30.7,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1390",1390,2018-10-21,37.1,0,58.62,13.6,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1391",1391,2018-10-22,46.2,0,56.03,18.3,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1392",1392,2018-10-23,42.9,0,60.42,8.5,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1393",1393,2018-10-24,40.4,0.02,75.53,32.7,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1394",1394,2018-10-25,43.8,0,69.25,59.4,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1395",1395,2018-10-26,45.8,0,73.7,96,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1396",1396,2018-10-27,44.4,0.01,83.82,97.6,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1397",1397,2018-10-28,45.5,0.09,85.53,95.1,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1398",1398,2018-10-29,45.2,0,74.64,72.8,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1399",1399,2018-10-30,48,0.37,83.19,75.4,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1400",1400,2018-10-31,47.5,0,68.35,60.2,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"1401",1401,2018-11-01,41.2,0,79.65,56.7,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1402",1402,2018-11-02,38.1,0,79.57,70.1,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1403",1403,2018-11-03,39.9,0.04,70.75,95.6,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1404",1404,2018-11-04,45.7,0.71,92.09,99.4,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1405",1405,2018-11-05,43.9,0.34,82.88,99.1,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1406",1406,2018-11-06,42.9,0.24,85.06,99.6,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1407",1407,2018-11-07,33.6,0,71.03,99.6,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1408",1408,2018-11-08,31.7,0,70.11,100,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1409",1409,2018-11-09,26.4,0.06,71.75,89.7,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1410",1410,2018-11-10,24.4,0,59.19,69.2,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1411",1411,2018-11-11,32.8,0,60.49,91.4,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1412",1412,2018-11-12,25.9,0,63.69,100,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1413",1413,2018-11-13,20.4,0,56.31,43.6,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1414",1414,2018-11-14,23.7,0,66.97,0.9,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1415",1415,2018-11-15,29.9,0,68.22,31.8,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1416",1416,2018-11-16,34.1,0.03,77.77,94.7,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1417",1417,2018-11-17,28.8,0.07,80.58,94.7,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1418",1418,2018-11-18,24.3,0,65.22,19.1,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1419",1419,2018-11-19,27,0,67.3,70.7,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1420",1420,2018-11-20,27.9,0,68.46,84.5,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1421",1421,2018-11-21,27.9,0.01,68.84,99,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1422",1422,2018-11-22,31.8,0,74.64,99.8,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1423",1423,2018-11-23,40.6,0,80.42,62.9,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1424",1424,2018-11-24,41.2,0.1,88.15,100,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1425",1425,2018-11-25,32.4,0,74.91,98,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1426",1426,2018-11-26,25.3,0,66.2,97,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1427",1427,2018-11-27,20.5,0,68.84,89.5,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1428",1428,2018-11-28,23.1,0.06,70.89,91.3,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1429",1429,2018-11-29,28.8,0.03,81.82,99.8,1,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1430",1430,2018-11-30,30.8,0,85.97,99.9,0,"11",0,0,0,0,0,0,0,0,0,0,1,0
"1431",1431,2018-12-01,34.7,0.49,93.53,100,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1432",1432,2018-12-02,34.1,0.1,91.73,100,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1433",1433,2018-12-03,29.2,0.01,78.88,100,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1434",1434,2018-12-04,26.8,0,70.66,99.2,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1435",1435,2018-12-05,27.5,0,76.76,87,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1436",1436,2018-12-06,22.7,0,67.7,60.5,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1437",1437,2018-12-07,19.5,0,64.29,87.8,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1438",1438,2018-12-08,23,0,75.47,63.3,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1439",1439,2018-12-09,20.2,0,85.58,45.4,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1440",1440,2018-12-10,24,0,76.91,6.8,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1441",1441,2018-12-11,25.4,0,80.18,50.3,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1442",1442,2018-12-12,31,0.04,88.35,86,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1443",1443,2018-12-13,30.6,0,85.34,73,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1444",1444,2018-12-14,31.6,0,83.78,49.9,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1445",1445,2018-12-15,29.6,0,80.9,10.4,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1446",1446,2018-12-16,34.2,0,73.7,29.2,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1447",1447,2018-12-17,31.7,0,62.34,11.9,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1448",1448,2018-12-18,32.1,0,68.24,33.6,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1449",1449,2018-12-19,38.9,0,76.32,62.5,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1450",1450,2018-12-20,38.8,0.08,88.07,99.9,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1451",1451,2018-12-21,30.2,0,77.19,100,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1452",1452,2018-12-22,28,0,78.35,100,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1453",1453,2018-12-23,30.4,0,72.5,86.6,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1454",1454,2018-12-24,23.9,0,67.01,56,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1455",1455,2018-12-25,28.8,0.01,85.3,94.1,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1456",1456,2018-12-26,34.2,0.02,85.48,85.1,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1457",1457,2018-12-27,41.8,0.69,91.01,100,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1458",1458,2018-12-28,34.8,0.07,88.22,99.5,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1459",1459,2018-12-29,22.5,0,81.34,99.9,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1460",1460,2018-12-30,26.3,0,74.93,57.9,0,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1461",1461,2018-12-31,31.1,0.56,90.48,80.5,1,"12",0,0,0,0,0,0,0,0,0,0,0,1
"1462",1462,2019-01-01,21.6,0.01,78.98,84.3,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1463",1463,2019-01-02,23.3,0.04,82.2,85.2,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1464",1464,2019-01-03,29.2,0,76.5,14.5,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1465",1465,2019-01-04,36,0,72.15,9.3,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1466",1466,2019-01-05,36.7,0,74.93,10.5,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1467",1467,2019-01-06,31.8,0,84.28,52.3,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1468",1468,2019-01-07,41,0.96,89.36,97.4,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1469",1469,2019-01-08,33.6,0,74.04,88.3,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1470",1470,2019-01-09,16.8,0,61.03,56.3,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1471",1471,2019-01-10,17.8,0,69.98,26.3,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1472",1472,2019-01-11,24.1,0,77.62,74,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1473",1473,2019-01-12,29.8,0,74.93,91.6,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1474",1474,2019-01-13,28.1,0,74.97,100,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1475",1475,2019-01-14,26.2,0,81.32,93.8,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1476",1476,2019-01-15,29,0,87.09,97.8,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1477",1477,2019-01-16,26.3,0,65.67,71.6,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1478",1478,2019-01-17,27.6,0,76.56,97.9,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1479",1479,2019-01-18,19.4,0.3,74.02,78.9,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1480",1480,2019-01-19,11.9,0.11,76.14,57.4,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1481",1481,2019-01-20,0.3,0,70.47,8.1,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1482",1482,2019-01-21,2.8,0,70.79,49.8,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1483",1483,2019-01-22,19.7,0.16,76.21,72.5,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1484",1484,2019-01-23,17.7,0.28,81.98,69,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1485",1485,2019-01-24,10.4,0,77.42,64.3,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1486",1486,2019-01-25,-5.9,0,68.9,42.6,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1487",1487,2019-01-26,-7.1,0.03,75.33,61.6,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1488",1488,2019-01-27,-1.3,0.01,70.32,42.5,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1489",1489,2019-01-28,12,0.43,81.64,86,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1490",1490,2019-01-29,-1.9,0,61.05,49.1,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1491",1491,2019-01-30,-18.9,0,58.02,14.5,0,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1492",1492,2019-01-31,-14.5,0.02,65.24,54.7,1,"01",1,0,0,0,0,0,0,0,0,0,0,0
"1493",1493,2019-02-01,5.9,0,74.93,78.2,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1494",1494,2019-02-02,30,0.01,90.26,79.3,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1495",1495,2019-02-03,40.8,0,99.06,85,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1496",1496,2019-02-04,37.4,0.25,91.16,91.5,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1497",1497,2019-02-05,22.5,0.09,77.9,78.6,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1498",1498,2019-02-06,25.5,0.05,91.57,99.8,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1499",1499,2019-02-07,23.2,0.25,88.98,91.8,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1500",1500,2019-02-08,3.9,0,70.97,44.6,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1501",1501,2019-02-09,8.2,0,70.22,52.4,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1502",1502,2019-02-10,23.7,0.07,83.23,89.6,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1503",1503,2019-02-11,26.2,0.08,87.23,98.1,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1504",1504,2019-02-12,26.6,0.48,88.09,75.5,1,"02",0,1,0,0,0,0,0,0,0,0,0,0
"1505",1505,2019-02-13,19.5,0,73.25,61.3,0,"02",0,1,0,0,0,0,0,0,0,0,0,0
